codigo,fecha_radicacion,nombre_proyecto,valor_inicial_proyecto,valor_adicional,valor_total_proyecto,sector,municipio,entidad_presenta,estado_proyecto
60087,2006-06-12,Apoyo al fortalecimiento del sector empresarial a través de estrategias comerciales bajo el sello manos del Atlántico en el Dpto del Atlántico,300000000,50000000,350000000,Productividad y Competividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
60088,2006-06-13,Asistencia para la elaboración de 9 planes escolares en gestión del riesgo de Palmar de Varela,24250000,0,24250000,Mitigación de riesgos,Palmar de Varela,Interior,RECURSOS ASIGNADOS
60089,2006-06-13,Construcción del puente peatonal en arroyo grande con la carrera 22B del municipio de Baranoa. Departamento del Atlántico.,24169438,0,24169438,Mitigación de riesgos,Baranoa,Baranoa,VIABLE
60090,2006-06-14,Adecuación de la planta física de la Institución Educativa Nuestra Señora del Rosario en el Corregimiento de Pitalito. Municipio de Polonuevo.,49675919,1100942,50776861,Educación,Polonuevo,Polonuevo,RECURSOS ASIGNADOS
60091,2006-06-14,"Construcción de redes primarias y secundarias en los sectores San Luis, Porvenir, Las Claritas II y los Barrios Las Palmas, Marcos Lopera y San Miguel en el municipio de Repelón",343191309,0,343191309,Electrificación,Repelón,Repelón,VIABLE
60092,2006-06-14,"Aportes para la implementación de un proyecto SIG que genere información para la siembra de productos agrícolas, reforestación, los sectores pecuario y acuícola en el Dpto del Atlántico.",24000000,0,24000000,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
60093,2006-06-14,Mejoramiento de 85 viviendas para pescadores en el municipio de Santa Lucía,297500000,0,297500000,Vivienda,Santa Lucía,Santa Lucía,RECURSOS ASIGNADOS
60094,2006-06-14,Apoyo a Misión Tecnológica del Departamento del Atlántico,35000000,0,35000000,Productividad y Competividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
60095,2006-06-16,"Construcción de red secundaria en la calle 6 con carrera 1, sector El Vivero de Juan de Acosta",35665109,0,35665109,Electrificación,Juan de Acosta,Juan de Acosta,RECURSOS ASIGNADOS
60096,2006-06-20,"Aportes para estrategia para la promoción y atracción de inversiones al Dpto del Atlántico, Barranquilla y Area Metropolitana",197820213,0,197820213,Productividad y Competividad,Dpto y Barranquilla,Desarrollo,RECURSOS ASIGNADOS
60097,2006-06-20,Dotación de equipos médicos y de oficina para el Hospital Local del Municipio de Luruaco. Dpto del Atlántico,352329120,0,352329120,Salud,Luruaco,Luruaco,VIABLE
60098,2006-06-20,Adecuación y Dotación de la E.S.E Hospital de Santo Tomás. Dpto del Atlántico. (Adecuacion y Dotación de la sala de hospitalización y Dotación de la sala de urgencias),298569000,0,298569000,Salud,Santo Tomás,Santo Tomás,ESTUDIO
60099,2006-06-21,"Apoyo para la puesta en marcha del programa ""Conoce tu Departamento"""" en el dpto del Atlántico.""",105000000,0,105000000,Turismo,Departamento,Desarrollo,RECURSOS ASIGNADOS
60100,2006-06-21,"Construcción de los sistemas de desinfección de los acueductos de los corregimientos de Isabel López, Aguada de Pablo y Molinero en el municipio de Sabanalarga",66000000,1022325,67022325,Agua Potable,Sabanalarga,Agua Potable,RECURSOS ASIGNADOS
60101,2006-06-21,Construcción de los sistemas de desinfección del acueducto regional de los corregimientos de Cien Pesos y Las Tablas en el municipio de Repelón,22000000,4407000,26407000,Agua Potable,Repelón,Agua Potable,RECURSOS ASIGNADOS
60102,2006-06-22,Construcción del sistema de desinfección del acueducto del corregimiento de Campeche en el municipio de Baranoa,22000000,0,22000000,Agua Potable,Baranoa,Agua Potable,RECURSOS ASIGNADOS
60103,2006-06-22,Construcción del sistema de desinfección del acueducto del corregimiento de Pital de Megua en el municipio de Baranoa,4700000,0,4700000,Agua Potable,Baranoa,Agua Potable,RECURSOS ASIGNADOS
60104,2006-06-28,Dotación centro médico regional. Dpto del Atlántico,30000000,0,30000000,Deporte y Recreación,Departamento,Indeportes,DEVUELTO
60105,2006-06-28,Aportes a juegos deportivos Dpto del Atlántico,47500000,0,47500000,Deporte y Recreación,Departamento,Indeportes,DEVUELTO
60106,2006-06-28,Dotación a las escuelas de formacion deportiva. Dpto del Atlántico,28463000,0,28463000,Deporte y Recreación,Departamento,Indeportes,DEVUELTO
60107,2006-06-28,Construcción Unidad administrativa y salón múltiple de la sede 2 de la Institución Educativa Libardo Aguirre del municipio de Sabanalarga,89526962,0,89526962,Educación,Sabanalarga,Sabanalarga,VIABLE
60108,2006-06-28,Implementación del Plan de Atención Basica Departamental en los 22 municipios del departamento,10733301000,0,10733301000,Salud,Departamento,Salud,RECURSOS ASIGNADOS
60109,2006-06-28,Ampliación de las coberturas de aseguramiento en el regimen subsidiado en los 22 municipios del Departamento del Atlántico,5519880000,0,5519880000,Salud,Departamento,Salud,RECURSOS ASIGNADOS
60110,2006-06-28,mejoramiento de la red de prestadores de servicios de salud de los municipios del Dpto del Atlántico,3641642000,0,3641642000,Salud,Departamento,Salud,RECURSOS ASIGNADOS
60111,2006-06-28,Servicios de salud a la población pobre y vulnerable de los municipios del departamento del Atlántico,62806792000,0,62806792000,Salud,Departamento,Salud,RECURSOS ASIGNADOS
60112,2006-06-28,Implementación del programa Eficiencia en la Gestión en el Dpto,300000000,0,300000000,Salud,Departamento,Salud,VIABLE
60113,2006-06-29,"Aportes para el fomento, promoción y comercialización del turismo en el Dpto del Atlántico.",73885720,0,73885720,Turismo,Departamento,Desarrollo,RECURSOS ASIGNADOS
60114,2006-06-29,Aportes para fomentar y promocionar la música a través de conciertos en los municipios del Dpto.,80000000,0,80000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
60115,2006-06-29,"Capacitación en el manejo de presupuesto normas de ejecución del plan de desarrollo a 150 miembros de acciones comunales de los municipios de Juan de Acosta, Galapa, Tubará, Piojó y Pto Colombia",24000000,0,24000000,Participación Ciudadana,"Juan de Acosta, Galapa, Tubará, Piojó y Puerto Colombia",Interior,DEVUELTO
60116,2006-06-29,Construcción de 1 aula tipo 3 y construcción de 2 unidades sanitarias en la I.E. Antonia Santos de Corregimiento de Molineros de Sabanalarga,157106660,0,157106660,Educación,Sabanalarga,Sabanalarga,DEVUELTO
60117,2006-06-29,Construcción de la unidad de preescolar en la institución educativa comercial Alberto Pumarejo en el municipio de Malambo,159516239,0,159516239,Educación,Malambo,Malambo,DEVUELTO
60118,2006-06-29,Construcción de aulas baterias de baños y reformas de aulas existentes en la I.E. Maria Auxiliadora de Paluato de Galapa,192274000,0,192274000,Educación,Galapa,Galapa,DEVUELTO
60119,2006-06-29,Ampliacion y Dotación del segundo nivel sección C de la I.E. Técnica Comercial de Palmar de Varela,311291054,0,311291054,Educación,Palmar de Varela,Palmar de Varela,DEVUELTO
60120,2006-06-29,Construcción de 4 aulas en la I.E. Francisco de Paula Santander sede ppal de Galapa,168041312,0,168041312,Educación,Galapa,Galapa,DEVUELTO
60121,2006-06-29,Construcción de redes eléctricas en el sector La Esperanza entre calles 13C a la 17 y carreras y carreras 10 a la 13 en el municipio de Baranoa.,179624449,0,179624449,Electrificación,Baranoa,Baranoa,VIABLE
60122,2006-06-29,Capacitación del talento humano de la Gobernación del Atlántico.,250000000,0,250000000,Fortalecimiento Institucional,Departamento,General,RECURSOS ASIGNADOS
60123,2006-06-29,Capacitación integral de líderes comunitarios en participación ciudadana y veeduría en servicios públicos de Sabanagrande,20020000,0,20020000,Participación Ciudadana,Sabanagrande,Interior,DEVUELTO
60124,2006-06-29,Cobertura y acceso a la educación con sentido de equidad,4518035395,0,4518035395,Educación,Departamento,Educación,RECURSOS ASIGNADOS
60125,2006-06-29,Construcción de la red eléctrica del sector Villa Virginia comprendido entre calles 14 y 15 con carreras 10 y 12 de Galapa,184726681,0,184726681,Electrificación,Galapa,Galapa,VIABLE
60126,2006-06-30,Sostenimiento y expansión de los servicios educativos del Atlántico - SGP,115232214312,0,115232214312,Educación,Departamento,Educación,RECURSOS ASIGNADOS
60127,2006-06-30,Educación superior y articulacion con educacion media,50000000,50000000,100000000,Educación,Departamento,Educación,RECURSOS ASIGNADOS
60128,2006-06-30,Eficiencia y fortalecimiento institucional,100000000,0,100000000,Educación,Departamento,Educación,RECURSOS ASIGNADOS
60129,2006-06-30,Mejoramiento de la calidad educativa,250001000,0,250001000,Educación,Departamento,Educación,RECURSOS ASIGNADOS
60130,2006-06-30,Adecuación del parque la Isla Barrio Centro de Sabanalarga,24792074,0,24792074,Deporte y Recreación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
60131,2006-06-30,Impulso al incremento de la productividad y competitividad en la pequeña y mediana empresa del dpto del Atlántico,600000000,0,600000000,Productividad y Competividad,Departamento,Desarrollo,VIABLE
60132,2006-06-30,"Apoyo al fortalecimiento empresarial, productivo y comercial a las unidades productivas en el departamento del Atlántico",800000000,0,800000000,Productividad y Competividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
60133,2006-06-30,Implementación de un centro productivo para incrementar la productividad y competitividad del sector de confecciones,358000000,0,358000000,Productividad y Competividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
60134,2006-06-30,"Apoyo a la creación, fortalecimiento y consolidación de los centros provinciales de gestión agroempresarial del departamento del Atlántico",80000000,0,80000000,Productividad y Competividad,Departamento,Desarrollo,VIABLE
60135,2006-06-30,Aportes para la cofinanciación de proyectos de Mipymes en el departamento del Atlántico,540000000,30000000,570000000,Productividad y Competividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
60136,2006-06-30,"Aportes para la cofinanciación de proyectos de ciencia, tecnología e innovación en el departamento del Atlántico",200000000,0,200000000,Ciencia y Tecnología,Departamento,Desarrollo,DEVUELTO
60137,2006-06-30,Implementación del Programa UNIEMPRESAS para la promoción del espíritu empresarial e innovador en el Departamento del Atlántico,80740000,0,80740000,Estímulo Empresarial,Departamento,Desarrollo,RECURSOS ASIGNADOS
60138,2006-06-30,Programa para sensibilizar jóvenes rurales en la creación de empresas,200000000,201857834,401857834,Estímulo Empresarial,Departamento,Desarrollo,RECURSOS ASIGNADOS
60139,2006-06-30,"Fortalecimiento del desarrollo productivo, competitivo, sostenible y equitativo del subsector agricola del departamento del Atlántico",692937708,0,692937708,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
60140,2006-06-30,"Apoyo al establecimiento y fortalecimiento de cadenas productivas agropecuarias, pesqueras, empresariales y turisticas en el Dpto del Atlántico",190000000,0,190000000,Agropecuario,Departamento,Desarrollo,VIABLE
60141,2006-06-30,"Fortalecimiento del desarrollo productivo, competitivo, sostenible y equitativo del subsector pecuario del departamento del Atlántico",350000000,0,350000000,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
60142,2006-06-30,Apoyo al Programa de reactivación de la actividad pesquera y acuícola en el Departamento del Atlántico,200000000,150000000,350000000,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
60143,2006-06-30,Impulso y fortalecimiento del desarrollo ambiental en el departamento del Atlántico.,234367700,0,234367700,Medio Ambiente,Departamento,Desarrollo,VIABLE
60144,2006-06-30,Aportes para la recuperación y puesta en funcionamiento de infraestructura para el turismo,200000000,0,200000000,Turismo,Departamento,Desarrollo,VIABLE
60145,2006-06-30,"Construcción, adecuación y operación del centro cultural y recreacional del municipio de Polonuevo para la creacion de una granja interactiva autosuficiente con infraestructura hotelera para el centro de recreación eventos y capacitación GRANVANACA",2496956000,0,2496956000,Turismo,Polonuevo,Desarrollo,DEVUELTO
60146,2006-06-30,Aportes para desarrollar un plan pedagógico cultural en 100 niños entre los 6 y 11 años en el Dpto.,62462000,0,62462000,Cultura,Departamento,Cultura,DEVUELTO
60147,2006-06-30,Apoyo al festival del bolero.,71923000,0,71923000,Cultura,Departamento,Cultura,ESTUDIO
60148,2006-06-30,Aportes para la puesta en marcha de paraderos para libros para parques en el departamento del Atlántico.,150000000,0,150000000,Cultura,Departamento,Cultura,DEVUELTO
60149,2006-06-30,Mantenimiento y sostenimiento del Centro Cultural Luis Eduardo Nieto Arteta en B/quilla - Convenio Luis Eduardo Nieto Arteta.,500000000,0,500000000,Cultura,Barranquilla,Cultura,RECURSOS ASIGNADOS
60150,2006-06-30,Fortalecimiento Institucional de la Secretaría de Planeación,150000000,100000000,250000000,Fortalecimiento Institucional,Departamento,Planeación,RECURSOS ASIGNADOS
60151,2006-06-30,Impulso al Desarrollo territorial del departamento del Atlántico,100000000,0,100000000,Ordenamiento Territorial,Departamento,Planeación,RECURSOS ASIGNADOS
60152,2006-06-30,Remodelación y adecuación de la biblioteca Departamental Meira del Mar.,300000000,0,300000000,Cultura,Barranquilla,Cultura,RECURSOS ASIGNADOS
60153,2006-06-30,Apoyo al Fortalecimiento del Carnaval en el Departamento del Atlantico.,315000000,0,315000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
60154,2006-06-30,Fomento y participación en actividades de la cultura.,350000000,0,350000000,Cultura,Departamento,Cultura,ESTUDIO
60155,2006-06-30,Fomento y estímulo  a la creación e investigación del Dpto del Atlántico.,200000000,0,200000000,Cultura,Departamento,Cultura,ESTUDIO
60156,2006-06-30,"Construcción, reparación, mantenimiento de la planta física y Dotación del Hospital Universitario E.S.E. CARI en el Dpto del Atlántico",5600896000,0,5600896000,Salud,Departamento,Gerencia PHU,RECURSOS ASIGNADOS
60157,2006-06-30,Memoria ancestral e indentidad cultural caribe en el arte del Departamento del Atlántico.,180000000,0,180000000,Cultura,Departamento,Cultura,ESTUDIO
60158,2006-06-30,Apoyo al festival de danza contemporanea 2007.,25000000,0,25000000,Cultura,Barranquilla,Cultura,ESTUDIO
60159,2006-06-30,Apoyo al festival de jazz 2007.,30000000,0,30000000,Cultura,Barranquilla,Cultura,ESTUDIO
60160,2006-06-30,Fortalecimiento de la practica de la narración oral escenica en el departamento del Atlántico y región caribe.,120000000,0,120000000,Cultura,Departamento,Cultura,ESTUDIO
60161,2006-06-30,Apoyo a la compañía - escuela de titeres del dpto del Atlántico.,10000000,0,10000000,Cultura,Departamento,Cultura,ESTUDIO
60162,2006-06-30,Apoyo al II encuentro dptal de educación artística.,10000000,0,10000000,Cultura,Departamento,Cultura,ESTUDIO
60163,2006-06-30,Aporte para el XI salón internacional del autor audiovisual y cinemovil en los municipios del dpto del Atlántico.,40000000,0,40000000,Cultura,Departamento,Cultura,RECURSOS ASIGNADOS
60164,2006-06-30,Construcción de la segunda etapa de la Casa de la Cultura de Sabanalarga,219530510,0,219530510,Cultura,Sabanalarga,Cultura,RECURSOS ASIGNADOS
60165,2006-06-30,Programa departamental de publicaciones culturales.,50000000,0,50000000,Cultura,Departamento,Cultura,ESTUDIO
60166,2006-06-30,rescate protección y difusión de la décima cantada como patrimonio oral cultural.,30000000,0,30000000,Cultura,Departamento,Cultura,ESTUDIO
60167,2006-06-30,Dotación a centros de iniciación y formación paralímpica del Departamento del Atlántico,36300000,0,36300000,Deporte y Recreación,Departamento,Indeportes,DEVUELTO
60168,2006-07-04,"Capacitación sobre normas de convivencia y seguridad ciudadana a los líderes de los municipios de Soledad, Puerto Colombia, Malambo, Santo Tomás, Baranoa y Galapa",10000000,0,10000000,Participación Ciudadana,"Soledad, Puerto Colombia, Malambo, Santo Tomás, Baranoa y Galapa",Interior,DEVUELTO
60169,2006-07-05,"Construcción de redes eléctricas primarias y secundarias en la vereda Bajo de Altamira, etapa 1 de Tubará",212513729,0,212513729,Electrificación,Tubará,Tubará,VIABLE
60170,2006-07-05,Construcción de redes secundarias eléctricas trenzada en la calle 1 con carrera 5 de Tubará,35109456,0,35109456,Electrificación,Tubará,Tubará,RECURSOS ASIGNADOS
60171,2006-07-05,Construcción de redes secundarias eléctricas trenzada en la calle 15 con carrera 3 de Tubará,20695323,0,20695323,Electrificación,Tubará,Tubará,RECURSOS ASIGNADOS
60172,2006-07-06,Modernización de la gestión Tributaria en el Departamento,900000000,0,900000000,Fortalecimiento Institucional,Departamento,Hacienda,RECURSOS ASIGNADOS
60173,2006-07-06,Contención de taludes con muros de contención en gaviones y reconstrucción del muro de cerramiento de la cancha de futbol del barrio la floresta de Usiacurí,36044182,0,36044182,Mitigación de riesgos,Usiacurí,Usiacurí,VIABLE
60174,2006-07-06,protección y limpieza de taludes con muros de contención en gaviones del arroyo cajón en el barrio Isabel Lopito en la calle 15 con carrera 10 en el municipio de Usiacurí,82522000,0,82522000,Mitigación de riesgos,Usiacurí,Usiacurí,DEVUELTO
60175,2006-07-06,"Ampliación , limpieza y protección de taludes con muros de contención en gaviones arroyo cajon en el Barrio La Cruz entre carreras 22 y 15C con calles 9C a la 12 de Usiacurí",55421000,0,55421000,Mitigación de riesgos,Usiacurí,Usiacurí,DEVUELTO
60176,2006-07-10,"Construcción de 24 famihoteles en Luriza, Agua Fría y Sabanita zona rural del municipio de Usiacurí",206352279,0,206352279,Turismo,Usiacurí,Usiacurí,DEVUELTO
60177,2006-07-10,Aportes para la siembra de 300 nuevas hectáreas de eucalipto bajo el esquema de cuentas en participación en el corregimiento de Las Tablas de Repelón.,1716480000,0,1716480000,Agropecuario,Repelón,Desarrollo,RECURSOS ASIGNADOS
60178,2006-07-11,Sistematización y automatización del impuesto al consumo,250000000,0,250000000,Fortalecimiento Institucional,Departamento,Hacienda,RECURSOS ASIGNADOS
60179,2006-07-11,Electrificación parcela Luriza de Usiacurí,188634339,0,188634339,Electrificación,Usiacurí,Usiacurí,RECURSOS ASIGNADOS
60180,2006-07-11,Construcción de las redes eléctricas del sector altos de Cupino III comprendido entre calles 4 y 7B con carrera 2 y 6 Sur de Puerto Colombia,193285959,105954011,299239970,Electrificación,Puerto Colombia,Puerto Colombia,VIABLE
60181,2006-07-11,Mejoramiento de 30 viviendas y saneamiento básico en los corregimientos de Arroyo Negro y Rotinet de Repelón,245013000,0,245013000,Vivienda,Repelón,Repelón,DEVUELTO
60182,2006-07-11,Adecuación de las aulas de clases de la escuela La Alianza de Manatí,23816000,0,23816000,Educación,Manatí,Manatí,RECURSOS ASIGNADOS
60183,2006-07-11,Adecuación y Dotación de bancas y juegos infantiles del parque La Plaza de Manatí,23982265,0,23982265,Deporte y Recreación,Manatí,Manatí,RECURSOS ASIGNADOS
60184,2006-07-11,Construcción cubierta patio de formación Institución Educativa Javier Arango Ferrer de Sabanalarga,22862189,0,22862189,Educación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
60185,2006-07-11,Posadas turísticas de Tubará,274621893,0,274621893,Turismo,Tubará,Tubará,ESTUDIO
60186,2006-07-14,Construcción redes de distribución de agua potable en el Barrio Villa Zambrano de Soledad,266269823,0,266269823,Agua Potable,Soledad,Agua Potable,RECURSOS ASIGNADOS
60187,2006-07-17,Construcción de las redes de distribución de agua potable en los barrios Villa Katanga y Los Fundaderos de Soledad,228134886,0,228134886,Agua Potable,Soledad,Agua Potable,RECURSOS ASIGNADOS
60188,2006-07-17,Canalización y protección de la ladera del arroyo Guajaro en el corregimiento de Arroyo de Piedra en el Municipio de Luruaco,43358861,0,43358861,Mitigación de riesgos,Luruaco,Luruaco,VIABLE
60189,2006-07-18,Fortalecimiento institucional de la secretaría de agua potable y saneamiento básico,60000000,50000000,110000000,Fortalecimiento Institucional,Departamento,Agua Potable,RECURSOS ASIGNADOS
60190,2006-07-18,Capacitación y asistencia técnica para los municipios y empresas prestadoras del servicios de acueducto del departamento del Atlántico,111000000,0,111000000,Agua Potable,Departamento,Agua Potable,RECURSOS ASIGNADOS
60191,2006-07-18,Aportes para la promoción y divulgación de un plan que contempla la siembra de 2500 hectáreas de plantaciones forestales en el dpto del Atlántico.,120000000,0,120000000,Agropecuario,Departamento,Desarrollo,VIABLE
60192,2006-07-18,"Ampliación y optimización del sistema de alcantarillado de los municipios de Suan, Candelaria, Santa Lucía, Manatí, Luruaco y Repelón del Departamento del Atlántico",18928000000,0,18928000000,Alcantarillado,"Suan, Candelaria, Santa Lucía, Manatí, Luruaco y Repelón",Agua Potable,RECURSOS ASIGNADOS
60193,2006-07-18,Adecuación y construcción de obras civiles generales de la I.E. de Sabanalarga,407246637,97830289,505076926,Educación,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
60194,2006-07-21,Construcción de dos box-coulvert de Sabanagrande,29913000,0,29913000,Vías,Sabanagrande,Sabanagrande,RECURSOS ASIGNADOS
60195,2006-07-24,Redes sociales un instrumento de intervención y atención psico-social de apoyo para fomentar mecanismos de supervivencia en la población desplazada por la violencia y el conflicto armado en los municipio de Santo Tomás y S/grande,39120000,0,39120000,Salud,Santo Tomás y Sabanagrande,Salud,RECURSOS ASIGNADOS
60196,2006-07-24,Construcción del parque Nuestra Señora Santa Ana ubicado en el Barrio Chambacú de Baranoa.,11673723,0,11673723,Deporte y Recreación,Baranoa,Baranoa,VIABLE
60197,2006-07-24,Rehabilitación de la vía Pital de megua - Baranoa. Municipio de Baranoa,401757364,0,401757364,Vías,Baranoa,Baranoa,VIABLE
60198,2006-07-24,Construcción de la segunda etapa de la casa de la cultura de Baranoa,414835871,0,414835871,Cultura,Baranoa,Baranoa,RECURSOS ASIGNADOS
60199,2006-07-24,Mantenimiento correctivo y preventivo al equipo de perforación de pozos profundos. Departamento del Atlántico,84700000,0,84700000,Agua Potable,Departamento,Agua Potable,DEVUELTO
60200,2006-07-24,"Construcción sistema de protección catódica en tubería de acero de 20"" acueducto Sur Occidente de Soledad. Departamento del Atlántico""",198502000,0,198502000,Agua Potable,Soledad,Agua Potable,RECURSOS ASIGNADOS
60201,2006-07-25,Remodelación del control de acceso del cantón Malambo Batallón de Ingenieros Vergara y Velasco y Batallón de Infantería Antonio Nariño de Malambo,39654477,0,39654477,Seguridad,Malambo,Interior,RECURSOS ASIGNADOS
60202,2006-07-25,Construcción del cerramiento lineal del cantón Malambo Batallón de Ingenieros Vergara y Velasco y Batallón de Infantería Antonio Nariño de Malambo,218246175,0,218246175,Seguridad,Malambo,Interior,VIABLE
60203,2006-07-25,Remodelación de los centros de operaciones básicas tacticas de los Batallones Vergara y Velasco y Antonio Nariño de Malambo,39802661,0,39802661,Seguridad,Malambo,Interior,RECURSOS ASIGNADOS
60204,2006-07-26,Reforestación productiva experimental de una hectárea de bejuco para tejer artesanías en el resguardo de Paluato de Galapa,40000000,0,40000000,Artesanal,Galapa,Galapa,VIABLE
60205,2006-07-26,Electrificación urbaniación Villa Alba Marina en el municipio de Candelaria,112954530,0,112954530,Electrificación,Candelaria,Candelaria,RECURSOS ASIGNADOS
60206,2006-07-27,Mantenimiento y reparación de transformadores en los Barrios San Martín y la Esperanza de Malambo,15000000,0,15000000,Electrificación,Malambo,Infraestructura,RECURSOS ASIGNADOS
60207,2006-07-28,Mejoramiento de 85 viviendas en la urbanización 8 de Febrero I etapa en el municipio de Campo de la Cruz,297500000,0,297500000,Vivienda,Campo de la Cruz,Campo de la Cruz,VIABLE
60208,2006-07-28,Aporte para la creación y Dotación del Grupo Ciruela del Corregimiento de Campeche de Baranoa,19934000,0,19934000,Cultura,Baranoa,Cultura,VIABLE
60209,2006-07-28,Construcción del muro de cerramiento en la I.E. Técnico de la Peña en el corregimiento de la Peña en el municipio de Sabanalarga,113652838,0,113652838,Educación,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
60210,2006-07-31,Construcción cancha múltiple en zona cercana al parque Mirador  en el municipio de Tubará,40600000,0,40600000,Deporte y Recreación,Tubará,Tubará,DEVUELTO
60211,2006-07-31,Construcción de una bateria sanitaria en la institución educativa técnica agropecuaria  de Santa Cruz en el municipio de Luruaco. Proyecto Ley 21,37294194,0,37294194,Educación,Luruaco,Infraestructura,RECURSOS ASIGNADOS
60212,2006-08-01,Construcción de una bateria sanitaria en la Institución Educativa Técnica Agropecuaria  Sagrado Corazón de Jesús Sede 2. Municipio de Luruaco. Proyecto Ley 21,56612044,3605194,60217238,Educación,Luruaco,Infraestructura,RECURSOS ASIGNADOS
60213,2006-08-02,"Reposición de 2 aulas, construcción de 2 aulas y una bateria sanitaria en la I.E. Técnica Agropecuaria Maria Inmaculada de Luruaco. Proyecto ley 21",191803968,0,191803968,Educación,Luruaco,Infraestructura,RECURSOS ASIGNADOS
60214,2006-08-02,Construcción y Dotación de 2 aulas y una bateria sanitaria en la I.E. Ambrosio Plaza de Sabanalarga. Proyecto Ley 21.,174276750,0,174276750,Educación,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
60215,2006-08-02,Construcción y Dotación de 3 aulas y una bateria sanitaria en la I.E. Técnica de la Peña de Sabanalarga. Proyecto Ley 21,231410253,0,231410253,Educación,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
60216,2006-08-02,Mantenimiento a los pozos de los acueductos rurales del departamento del Atlántico.,119000000,0,119000000,Agua Potable,Departamento,Agua Potable,RECURSOS ASIGNADOS
60217,2006-08-02,"Mantenimiento a los pozos de los acueductos de Sibarco, Vaiven, San José de Saco, Santa Cruz, Cien Pesos, Las tablas, Aguada de Pablo, Isabel López y Usiacurí. departamento del Atlántico.",70000000,0,70000000,Agua Potable,"Baranoa, Juan de Acosta, Luruaco, Repelón, Sabanalarga, Usiacurí",Agua Potable,RECURSOS ASIGNADOS
60218,2006-08-02,Construcción de 4 aulas y una batería sanitaria en la I.E. María Auxiliadora sede María inmaculada. Municipio Repelón. Atlántico. LEY 21,204572357,3803809,208376166,Educación,Repelón,Infraestructura,RECURSOS ASIGNADOS
60219,2006-08-02,Capacitación para mejorar la capacidad competitiva de los proyectos de la población establecimiento penitenciario y carcelario de Barranquilla,15378000,0,15378000,Participación Ciudadana,Barranquilla,Interior,DEVUELTO
60220,2006-08-03,Construcción parque las Moras Norte en el municipio de Soledad. Atlántico,24480000,0,24480000,Deporte y Recreación,Soledad,Soledad,ESTUDIO
60221,2006-08-03,Construcción de redes de alcantarillado sanitario en el municipio de Candelaria. Departamento del Atlántico,1651451693,0,1651451693,Alcantarillado,Candelaria,Candelaria,DEVUELTO
60222,2006-08-03,Construcción y puesta en funcionamiento de 7 pozos profundos para los corregimientos del Departamento del Atlántico.,464099244,0,464099244,Agua Potable,Departamento,Agua Potable,RECURSOS ASIGNADOS
60223,2006-08-08,Adecuación de acometidas eléctricas en el parque Mirador de Tubará,40646000,0,40646000,Deporte y Recreación,Tubará,Tubará,DEVUELTO
60224,2006-08-09,Construcción de redes de distribución eléctricas MT y BT para los barrios Nuevo Horizonte y Altos de Cupino de Puerto Colombia,324409510,0,324409510,Electrificación,Puerto Colombia,Infraestructura,RECURSOS ASIGNADOS
60225,2006-08-09,"Construcción de redes de distribución eléctricas MT y BT para los barrios Manga, 3 de mayo y los Carruajes de Galapa",1517526023,0,1517526023,Electrificación,Galapa,Infraestructura,VIABLE
60226,2006-08-09,Construcción de redes de distribución eléctricas MT y BT para los barrios Villa Rica II y la Milagrosa de Malambo,673740661,0,673740661,Electrificación,Malambo,Infraestructura,VIABLE
60227,2006-08-09,"Construcción de redes de distribución eléctricas MT y BT para los barrios Villa Muvdi, Villa del Carmen I y Las Colonias I de Soledad",2397385365,0,2397385365,Electrificación,Soledad,Infraestructura,VIABLE
60228,2006-08-09,"Construcción de redes de distribución eléctricas MT y BT para los barrios Las Colonias II, Antonio Nariño y Villa del Carmen II de Soledad",2373445056,0,2373445056,Electrificación,Soledad,Infraestructura,VIABLE
60229,2006-08-09,Construcción de redes de distribución eléctricas MT y BT para los barrios Los Loteros y Villa Rosa de Soledad,789658166,0,789658166,Electrificación,Soledad,Infraestructura,VIABLE
60230,2006-08-10,Mejoramiento de las aulas de clases de la I. técnica educativa de San Pablo Sede 5 Maria Emma de Polonuevo,39846820,0,39846820,Educación,Polonuevo,Polonuevo,RECURSOS ASIGNADOS
60231,2006-08-10,Mejoramiento de las aulas de clases de la I. técnica educativa de San Pablo Sede 3 San Luis Beltran de Polonuevo,43147013,0,43147013,Educación,Polonuevo,Polonuevo,VIABLE
